#V3.30.12.00-trans-beta;_2018_07_06;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
#_user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Thu Jul 12 14:58:32 2018
#_Number_of_datafiles: 1
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 3.24
#C file write time: 2018-03-01 12:24:05
#_observed data: 
#V3.30.12.00-trans-beta;_2018_07_06;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.6
#Stock Synthesis (SS) is a work of the U.S. Government and is not subject to copyright protection in the United States.
#Foreign copyrights may apply. See copyright.txt for more information.
1872 #_StartYr
2016 #_EndYr
1 #_Nseas
 12 #_months/season
2 #_Nsubseasons (even number, minimum is 2)
1 #_spawn_month
1 #_Ngenders
20 #_Nages=accumulator age
2 #_Nareas
29 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1 for fishing fleet to midseason catch-at-age for observations, or 1 to use observation month;  (always 1 for surveys)
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type fishery_timing area catch_units need_catch_mult fleetname
 1 -1 1 1 0 HL_E  # 1
 1 -1 2 1 0 HL_W  # 2
 1 -1 1 1 0 LL_E  # 3
 1 -1 2 1 0 LL_W  # 4
 1 -1 1 2 0 MRIP_E  # 5
 1 -1 2 2 0 MRIP_W  # 6
 1 -1 1 2 0 HBT_E  # 7
 1 -1 2 2 0 HBT_W  # 8
 1 -1 1 2 0 C_Clsd_E  # 9
 1 -1 2 2 0 C_Clsd_W  # 10
 1 -1 1 2 0 R_Clsd_E  # 11
 1 -1 2 2 0 R_Clsd_W  # 12
 2 -1 1 2 0 Shr_E  # 13
 2 -1 2 2 0 Shr_W  # 14
 3 1 1 2 0 Video_E  # 15
 3 1 2 2 0 Video_W  # 16
 3 1 1 2 0 Larv_E  # 17
 3 1 2 2 0 Larv_W  # 18
 3 1 1 2 0 Sum_E  # 19
 3 1 2 2 0 Sum_W  # 20
 3 1 1 2 0 Fall_E  # 21
 3 1 2 2 0 Fall_W  # 22
 3 1 2 2 0 BLL_W  # 23
 3 1 1 2 0 BLL_E  # 24
 3 1 1 2 0 ROV_E  # 25
 3 1 1 2 0 MRIP_Index_E  # 26
 3 1 2 2 0 MRIP_Index_W  # 27
 3 1 1 2 0 HBT_Index_E  # 28
 3 1 2 2 0 HBT_Index_W  # 29
#Bycatch_fleet_input_goes_next
#a:  fleet index
#b:  1=include dead bycatch in total dead catch for F0.1 and MSY optimizations and forecast ABC; 2=omit from total catch for these purposes (but still include the mortality)
#c:  1=Fmult scales with other fleets; 2=bycatch F constant at input value; 3=bycatch F from range of years
#d:  F or first year of range
#e:  last year of range
#f:  not used
# a   b   c   d   e   f 
 13 1 1 0 0 0  # Shr_E
 14 1 1 0 0 0  # Shr_W
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch)
#_NOTE:  catch data is ignored for survey fleets
-999 1 1 0 0.05
1872 1 1 236.47 0.05
1873 1 1 354.704 0.05
1874 1 1 532.057 0.05
1875 1 1 650.291 0.05
1876 1 1 768.526 0.05
1877 1 1 650.291 0.05
1878 1 1 591.174 0.05
1879 1 1 650.291 0.05
1880 1 1 827.643 0.05
1881 1 1 930.944 0.05
1882 1 1 1035.15 0.05
1883 1 1 1138.45 0.05
1884 1 1 1241.76 0.05
1885 1 1 1345.08 0.05
1886 1 1 1449.29 0.05
1887 1 1 1552.61 0.05
1888 1 1 1486.62 0.05
1889 1 1 1580.06 0.05
1890 1 1 1901.61 0.05
1891 1 1 1733.75 0.05
1892 1 1 1819.08 0.05
1893 1 1 1874.35 0.05
1894 1 1 1917.62 0.05
1895 1 1 1871.2 0.05
1896 1 1 1890.4 0.05
1897 1 1 1877.08 0.05
1898 1 1 2092.14 0.05
1899 1 1 2334.45 0.05
1900 1 1 2573.75 0.05
1901 1 1 2733.81 0.05
1902 1 1 2850.18 0.05
1903 1 1 2595.51 0.05
1904 1 1 2398.02 0.05
1905 1 1 2157.3 0.05
1906 1 1 1923.66 0.05
1907 1 1 1697.84 0.05
1908 1 1 1525.55 0.05
1909 1 1 1311.27 0.05
1910 1 1 1105.27 0.05
1911 1 1 1113.78 0.05
1912 1 1 1121.93 0.05
1913 1 1 1129.93 0.05
1914 1 1 1137.32 0.05
1915 1 1 1144.31 0.05
1916 1 1 1150.9 0.05
1917 1 1 1124.57 0.05
1918 1 1 1130.6 0.05
1919 1 1 1233.29 0.05
1920 1 1 1340.1 0.05
1921 1 1 1451.01 0.05
1922 1 1 1565.88 0.05
1923 1 1 1681.61 0.05
1924 1 1 1642.63 0.05
1925 1 1 1645.32 0.05
1926 1 1 1602.24 0.05
1927 1 1 1749.77 0.05
1928 1 1 1562.26 0.05
1929 1 1 1659.6 0.05
1930 1 1 1013.1 0.05
1931 1 1 1020.48 0.05
1932 1 1 1095.9 0.05
1933 1 1 990.809 0.05
1934 1 1 891.247 0.05
1935 1 1 1093.62 0.05
1936 1 1 1258.26 0.05
1937 1 1 1115.13 0.05
1938 1 1 1442.59 0.05
1939 1 1 1693.12 0.05
1940 1 1 1132.6 0.05
1941 1 1 1030.47 0.05
1942 1 1 824.791 0.05
1943 1 1 656.019 0.05
1944 1 1 757.513 0.05
1945 1 1 660.07 0.05
1946 1 1 1052.24 0.05
1947 1 1 1103.22 0.05
1948 1 1 1178.74 0.05
1949 1 1 1409.95 0.05
1950 1 1 767.985 0.05
1951 1 1 914.858 0.05
1952 1 1 1018.33 0.05
1953 1 1 919.191 0.05
1954 1 1 854.201 0.05
1955 1 1 955.561 0.05
1956 1 1 1143.45 0.05
1957 1 1 1025.98 0.05
1958 1 1 1689.44 0.05
1959 1 1 1545.78 0.05
1960 1 1 1731.28 0.05
1961 1 1 1589.5 0.05
1962 1 1 1638.7 0.05
1963 1 1 1365.29 0.05
1964 1 1 1635.97 0.05
1965 1 1 1684.01 0.05
1966 1 1 1405.59 0.05
1967 1 1 1318.58 0.05
1968 1 1 1187.31 0.05
1969 1 1 1107.66 0.05
1970 1 1 1047.56 0.05
1971 1 1 1008.6 0.05
1972 1 1 1076.99 0.05
1973 1 1 1230.62 0.05
1974 1 1 1708.96 0.05
1975 1 1 1622.35 0.05
1976 1 1 1491.48 0.05
1977 1 1 1026.83 0.05
1978 1 1 905.539 0.05
1979 1 1 924.383 0.05
1980 1 1 859.906 0.05
1981 1 1 965.098 0.05
1982 1 1 1039.6 0.05
1983 1 1 1082.98 0.05
1984 1 1 740.232 0.05
1985 1 1 736.538 0.05
1986 1 1 390.017 0.05
1987 1 1 361.435 0.05
1988 1 1 389.168 0.05
1989 1 1 305.31 0.05
1990 1 1 316.436 0.05
1991 1 1 179.251 0.05
1992 1 1 184.384 0.05
1993 1 1 198.213 0.05
1994 1 1 239.102 0.05
1995 1 1 78.3543 0.05
1996 1 1 106.133 0.05
1997 1 1 83.6482 0.05
1998 1 1 172.094 0.05
1999 1 1 249.609 0.05
2000 1 1 301.471 0.05
2001 1 1 355.885 0.05
2002 1 1 477.386 0.05
2003 1 1 463.471 0.05
